ags,land_total,land_settlement,land_traffic,veg_agri,veg_forrest,veg_wood,veg_heath,veg_moor,veg_marsh,veg_plant_uncover_com,water_total,settlement_ghd
14626320,2435,112,94,739,1376,7,0,0,0,24,83,6
14626330,4737,222,143,2949,1340,2,0,0,0,40,41,17
14626350,2291,194,100,1199,759,10,0,0,0,6,23,17
14626370,5382,720,245,1547,2597,13,5,0,0,85,169,103
14626390,3591,352,137,2429,620,10,0,0,0,24,18,23
14626400,1516,236,88,493,362,251,0,0,1,5,79,18
14626410,800,128,45,405,202,2,0,0,0,4,14,16
14626420,2348,213,65,1212,798,1,0,0,0,35,25,34
14626430,1828,116,85,175,1445,2,0,0,0,3,2,1
14626440,3634,211,104,1231,1376,0,1,0,0,58,652,18
14626450,6264,380,221,4656,950,5,0,0,0,20,31,39
14626460,7319,1335,192,1712,3669,50,0,0,0,55,306,29
14626470,2356,162,68,1736,371,5,0,0,0,0,13,7
14626480,7240,652,452,3002,2801,14,0,3,0,91,224,89
14626490,4200,315,164,1243,2380,47,0,0,0,10,40,25
14626500,2781,726,58,1642,298,3,0,0,0,13,42,12
14626510,910,105,35,545,221,2,0,0,0,1,1,20
14626520,2973,287,134,2264,217,27,0,0,1,9,34,40
14626530,1912,254,84,1299,223,17,0,0,0,18,17,28
14626560,3205,450,120,468,1976,81,0,0,0,57,55,43
14626570,3541,224,147,2339,773,3,0,1,5,17,32,36
14626580,5876,304,180,3088,1770,23,1,0,0,60,450,28
14626590,5068,246,145,805,3821,25,0,0,6,6,12,2
14626600,6343,1935,282,181,3461,112,0,0,33,123,216,88
14626610,6675,1277,408,3569,1208,53,0,0,0,92,68,182
14627000,145459,12197,6080,100695,18836,1026,2291,0,12,1082,3239,1941
14627010,2588,649,199,939,668,16,0,0,0,28,89,149
14627020,4321,253,137,3338,384,8,2,0,0,50,149,23
14627030,8439,343,187,6353,1319,5,0,0,0,47,184,42
14627040,1400,164,57,1004,147,3,0,0,0,16,10,46
14627050,2894,338,112,2081,276,2,2,0,0,12,72,80
14627060,13036,987,516,9891,1141,24,167,0,0,181,128,164
14627070,3457,140,102,3093,52,4,0,0,0,14,53,19
14627080,5048,225,140,4478,146,9,0,0,0,27,22,17
14627100,11167,686,393,8860,986,57,0,0,0,52,133,110
14627110,6365,256,202,4520,1328,1,0,0,0,34,23,77
14627130,6663,367,170,5925,108,17,0,0,0,37,39,53
14627140,3092,807,245,1586,145,150,0,0,0,45,115,90
14627150,4649,434,195,1693,1873,4,0,0,2,45,402,28
14627170,3526,252,154,2590,468,7,0,0,0,17,39,30
14627180,12274,708,606,9609,1178,37,0,0,0,50,87,131
14627190,3128,313,144,2293,211,10,0,0,0,28,129,88
14627200,6129,227,226,5351,242,7,2,0,1,21,54,36
14627210,2614,978,275,920,365,9,0,0,0,20,47,103
14627220,5402,477,230,3462,1073,23,0,0,0,31,105,115
14627230,5891,1198,480,3918,62,46,8,0,0,34,145,233
14627240,2882,148,111,1778,607,8,1,0,1,25,204,5
14627250,3916,145,182,1926,1488,3,1,0,2,10,159,12
14627260,3248,200,122,2756,90,14,0,0,0,9,56,25
14627270,3028,199,105,2515,53,1,0,0,0,31,123,40
14627290,7448,334,213,4133,2284,12,2,0,6,39,424,47
14627310,1902,346,144,698,690,5,0,0,0,7,13,21
14627340,2791,212,102,2162,197,5,0,0,1,5,106,23
14627360,8162,814,332,2823,1257,536,2106,0,0,165,129,134
14628000,165420,10496,6024,86516,58723,441,4,0,24,1419,1773,1057
14628010,14590,668,455,5280,7768,25,0,0,21,250,123,45
14628020,8872,336,322,4002,3973,35,0,0,0,91,113,19
14628030,4676,168,152,745,3411,3,0,0,0,54,143,8
14628040,3646,186,159,2504,660,72,0,0,0,45,21,6
14628050,2575,390,162,1882,103,12,0,0,0,16,11,26
14628060,10399,680,338,6816,2285,14,0,0,0,68,196,81
14628070,1953,168,64,1282,375,2,0,0,0,60,4,4
14628080,2859,252,205,2036,270,43,0,0,0,29,23,31
14628090,625,42,25,462,87,0,0,0,0,2,6,4
14628100,4350,248,147,3241,670,4,0,0,0,17,23,26
14628110,4046,940,288,1908,808,15,2,0,0,49,36,83
14628130,9564,352,280,5657,3113,17,0,0,1,112,33,19
14628140,3487,110,83,977,2302,4,0,0,0,4,7,3
14628150,2837,88,78,1817,764,0,0,0,0,9,80,17
14628160,1107,396,123,492,52,3,0,0,0,13,28,92
14628170,2006,65,58,1244,615,1,0,0,0,15,8,2
14628190,6464,185,183,3636,2416,1,0,0,0,17,25,9
14628205,8675,354,230,6547,1364,3,0,0,0,20,157,34
14628210,2705,218,111,570,1690,3,0,0,0,16,97,68
14628220,2892,217,103,2087,458,5,0,0,0,11,12,3
14628230,3736,69,102,2437,1054,6,0,0,0,48,20,2
14628240,2590,124,84,1085,1250,0,0,0,0,38,8,5
14628250,2101,105,70,1477,418,0,0,0,0,19,12,13
14628260,8312,640,333,4358,2843,66,0,0,0,25,47,92
14628270,5306,1155,441,2364,973,36,2,0,0,106,230,103
14628300,3073,170,97,1428,1348,1,0,0,1,9,18,11
14628310,356,23,22,103,149,0,0,0,0,5,55,0
14628320,439,32,19,271,106,0,0,0,0,4,6,0
14628330,3176,96,76,879,2082,1,0,0,0,9,32,1
14628340,4660,103,112,1029,3399,1,0,0,0,6,11,6
14628360,8823,353,308,3079,4925,4,0,0,0,126,29,21
14628370,1085,67,34,753,140,0,0,0,0,32,58,1
14628380,6089,298,181,4807,727,3,0,0,2,26,45,34
14628390,2064,174,69,1416,387,14,0,0,0,3,1,3
14628400,7123,189,223,1323,5343,5,0,0,0,19,20,11
14628410,8160,835,288,6522,393,40,0,0,0,47,34,174
14713000,29780,12871,3601,9618,1952,339,2,0,9,215,1173,1742
14729000,165126,20963,6971,102516,22521,1905,11,0,41,2822,7375,2377
14729010,7002,500,234,4717,1421,14,0,0,0,44,72,31
14729020,2280,145,96,1727,269,4,0,0,1,13,26,13
14729030,4681,446,161,2547,1280,7,0,0,0,78,162,36
14729040,2527,642,176,790,457,39,0,0,13,191,218,74
14729050,6245,1228,392,2387,739,125,0,0,0,363,1011,199
14729060,1564,381,103,1034,25,2,0,0,0,6,13,57
14729070,3489,717,215,1685,600,21,0,0,0,170,80,68
14729080,8409,650,336,4986,2242,12,4,0,0,51,129,66
14729100,1166,455,35,584,71,6,0,0,0,0,14,6
14729140,14529,966,462,10545,2122,56,1,0,0,67,311,66
14729150,5471,487,251,4435,214,14,1,0,0,23,47,69
14729160,21823,1869,882,15234,3109,124,0,0,0,168,437,168
14729170,7017,1795,218,3935,257,263,0,0,1,248,300,51
14729190,4156,524,226,1849,446,146,0,0,0,261,704,31
14729220,2904,324,92,2164,257,39,0,0,0,9,18,62
14729245,11117,654,335,7736,2141,73,0,0,2,78,98,63
14729250,3893,484,164,2522,583,14,0,0,0,22,104,62
14729260,3148,775,296,663,564,226,0,0,20,110,494,54
14729270,5846,868,296,4400,159,24,0,0,0,16,83,146
14729300,3971,461,219,1981,1099,34,0,0,0,19,158,47
14729320,5709,1742,226,1982,571,214,0,0,1,234,739,340
14729330,2276,123,69,1626,406,27,0,0,0,11,13,5
14729340,3505,440,136,2378,432,48,0,0,0,23,48,50
14729350,4877,585,192,3679,71,69,0,0,1,126,155,30
14729360,2637,945,89,677,472,53,6,0,1,16,379,54
14729370,4541,608,245,2694,505,110,0,0,0,133,245,218
14729380,5309,394,170,4172,417,18,0,0,1,57,80,34
14729400,3506,385,121,2132,714,25,0,0,0,64,66,50
14729410,6900,742,322,5184,401,26,1,0,0,86,138,124
14729430,4629,630,211,2071,476,73,0,0,0,134,1034,102
14730000,202856,15514,8668,128250,41076,963,27,0,45,3084,5228,2015
14730010,5857,207,144,4700,596,3,0,0,0,87,119,4
14730020,4580,508,187,2413,1247,11,6,0,0,96,112,49
14730030,9328,397,265,5730,2635,23,2,0,24,75,178,46
14730045,15899,688,467,8479,5883,25,0,0,0,95,262,72
14730050,6916,201,186,4696,1694,10,0,0,0,40,89,14
14730060,7187,350,227,4197,2321,15,0,0,0,14,63,34
14730070,8592,1476,428,4840,808,213,6,0,0,303,516,183
14730080,7779,642,241,4707,2024,7,0,0,0,89,68,43
14730090,3044,235,127,2056,416,20,7,0,0,90,93,19
14730100,3362,182,112,2343,500,1,1,0,0,181,43,15
14730110,4684,893,335,2947,167,55,0,0,0,120,168,180
14730120,3691,206,111,2801,273,15,0,0,2,131,151,13
14730140,5244,258,180,4505,170,19,0,0,8,46,59,42
14730150,4321,335,157,3767,18,10,0,0,0,6,29,71
14730160,10342,416,312,4497,4834,9,0,0,0,171,101,54
14730170,6867,281,217,6020,282,4,1,0,0,23,39,45
14730180,3739,492,161,1723,311,23,0,0,1,259,768,40
14730190,11581,468,334,6686,3757,5,0,0,0,227,103,39
14730200,5508,581,216,4565,80,6,0,0,0,29,31,60
14730210,3693,186,118,3282,84,1,0,0,0,2,19,8
14730230,5544,862,310,3733,504,10,0,0,0,83,42,177
14730250,3585,326,169,2706,53,41,0,0,0,79,209,79
14730270,8147,1217,1729,3810,651,169,0,0,0,203,366,201
14730280,4941,255,158,4326,105,1,0,0,0,37,59,23
14730300,3322,830,179,2075,113,18,0,0,0,80,26,69
14730310,10282,1162,432,6251,1653,47,0,0,5,166,567,253
14730320,7968,206,182,2719,4781,8,0,0,1,15,56,29
14730330,10462,502,357,5069,4205,17,0,0,4,52,257,46
14730340,9555,787,452,7499,37,166,0,0,0,190,424,96
14730360,6836,364,177,5104,873,10,2,0,0,96,210,8
15000000,2046404,157046,79065,1230265,460769,52237,16750,118,4140,141,45872,16638
15001000,24500,3648,1388,8550,8621,1324,85,0,40,0,843,447
15002000,13501,5505,1630,3296,1242,1240,12,0,76,2,499,707
15003000,20103,7414,2134,7482,887,764,0,0,46,1,1376,874
15081000,229459,9576,7023,136036,65961,2474,4691,3,271,0,3423,688
15081026,5931,263,178,4171,1187,61,1,0,7,0,63,15
15081030,26971,1051,778,16623,7573,194,0,0,9,0,741,57
15081045,9800,388,320,6108,2819,78,0,0,4,0,83,15
15081095,7878,252,207,4758,2514,104,0,0,0,0,43,3
15081105,10052,327,285,6209,3059,117,0,0,6,0,48,12
15081135,63323,2403,1918,29174,23661,730,4689,0,31,0,716,195
15081225,7095,252,202,3732,2788,81,0,0,3,0,36,60
15081240,27284,1136,834,19341,5177,304,0,1,13,0,478,40
15081280,27873,1019,794,17478,7585,245,0,1,98,0,653,81
15081290,4559,195,128,2905,1253,37,0,0,1,0,40,1
15081440,3827,144,115,2671,778,55,0,0,4,0,60,2
15081455,30457,1981,1154,19847,6510,438,1,1,92,0,434,206
15081545,4408,165,107,3018,1056,29,0,0,2,0,29,3
15082000,145508,12701,5656,88670,27609,5261,10,0,339,0,5261,1596
15082005,5981,542,203,2958,1852,164,0,0,26,0,236,96
15082015,8699,2528,708,2522,1169,947,0,0,15,0,808,611
15082180,7746,1398,433,5456,75,303,0,0,2,0,80,138
15082241,13762,1002,406,3944,5771,686,0,0,44,0,1910,26
15082256,13876,886,497,11133,601,389,0,0,16,0,352,47
15082301,9729,684,367,4527,3473,430,0,0,29,0,220,41
15082340,8189,1213,481,4167,1016,768,0,0,47,0,497,143
15082377,19263,1314,543,15639,891,462,3,0,85,0,326,126
15082430,46894,2210,1566,28973,12646,765,7,0,39,0,687,270
15082440,11369,924,452,9352,115,347,0,0,37,0,143,98
15083000,236722,16045,8682,154635,43825,4627,4895,44,294,0,3675,1445
15083020,4317,118,144,2074,1913,33,0,0,0,0,35,0
15083025,5012,264,133,4379,9,139,0,0,0,0,88,4
15083030,6421,435,219,3300,2259,47,0,0,5,0,156,5
15083035,3330,142,101,2993,28,50,0,0,0,0,15,5
15083040,2975,576,255,1854,0,88,0,0,7,0,195,80
15083060,683,55,18,248,340,19,0,0,0,0,3,9
15083115,2539,124,116,1302,860,55,0,0,0,0,82,33
15083120,11645,238,288,2886,5558,31,2601,10,0,0,31,5
15083125,12208,434,375,7172,3753,112,0,6,10,0,346,52
15083130,7187,395,232,1724,4503,56,238,0,2,0,37,33
15083190,5561,313,210,4828,84,94,0,1,4,0,26,19
15083205,8353,304,308,5610,1899,137,0,16,23,0,56,20
15083230,7345,400,303,3200,3324,47,0,3,5,0,63,49
15083245,5973,393,200,5060,78,117,0,0,23,0,102,26
15083270,15621,1456,564,6380,5839,232,879,0,3,0,268,196
15083275,1891,382,95,413,771,148,0,0,1,0,80,37
15083298,17175,1391,854,13471,800,549,0,0,5,0,104,86
15083320,6084,324,186,5144,186,147,0,0,2,0,94,14
15083323,3130,163,190,2388,216,125,0,0,26,0,22,4
15083355,3869,133,101,3557,14,50,0,0,0,0,14,22
15083361,3076,418,95,1677,676,48,0,0,53,0,108,12
15083390,7788,640,287,6117,371,166,31,0,1,0,175,109
15083411,24936,1482,939,17609,3629,615,0,7,18,0,638,81
15083415,18892,1369,659,14847,1452,349,0,0,5,0,211,111
15083440,2394,250,81,1155,627,37,0,1,47,0,196,10
15083485,2932,146,106,1949,625,70,0,0,1,0,34,4
15083490,10372,943,399,8714,33,224,0,0,11,0,47,178
15083505,1568,79,57,1385,4,25,0,0,1,0,16,2
15083515,1722,163,58,1380,33,77,0,0,0,0,10,18
15083531,18815,1141,626,15886,696,357,0,0,5,0,103,163
15083535,1263,119,57,992,44,41,0,0,0,0,10,14
15083557,5080,445,102,979,2278,104,1146,0,3,0,23,1
15083565,5427,672,273,3387,587,222,0,0,13,0,274,38
15083580,1141,137,51,571,336,15,0,0,17,0,14,4
15084000,141404,15466,6367,97601,15432,4782,0,0,22,24,1709,1479
15084012,4447,196,150,3179,812,81,0,0,0,0,28,8
15084013,2525,178,104,2088,99,34,0,0,2,0,20,45
15084015,4977,226,217,3299,1075,133,0,0,0,0,28,15
15084025,3258,111,87,2441,425,177,0,0,0,0,16,3
15084115,2032,158,67,1465,303,27,0,0,0,0,11,3
15084125,3597,188,137,2375,834,47,0,0,0,0,16,4
15084130,7995,1952,333,4786,408,273,0,0,0,0,243,252
15084132,2504,121,91,1576,622,80,0,0,1,0,13,6
15084133,2945,114,143,2132,470,76,0,0,0,0,11,2
15084135,4656,421,230,2565,1236,178,0,0,0,0,25,43
15084150,2975,135,77,2552,59,147,0,0,0,0,5,3
15084170,1456,98,42,1153,135,19,0,0,0,0,9,5
15084207,3392,229,121,2645,316,58,0,0,0,0,23,12
15084235,7531,1899,274,4223,474,553,0,0,0,0,107,112
15084246,4110,189,112,2779,902,48,0,0,11,0,69,13
15084250,1989,244,110,1300,95,198,0,0,0,0,41,102
15084275,2776,263,117,2129,99,116,0,0,0,0,54,58
15084282,3150,108,108,2584,288,49,0,0,0,0,13,1
15084285,3117,258,234,2192,293,90,0,0,0,1,49,41
15084315,9649,810,488,7710,279,262,0,0,2,21,78,85
15084335,3251,174,118,2614,255,64,0,0,1,0,26,32
15084341,3394,137,98,3005,101,43,0,0,0,0,9,1
15084355,12990,1663,640,8378,1680,455,0,0,0,1,172,92
15084360,2543,212,108,1660,410,107,0,0,0,0,46,16
15084375,2761,292,142,2014,182,110,0,0,0,0,22,62
15084442,2073,113,53,1821,47,29,0,0,0,0,9,3
15084445,1460,123,62,1013,207,28,0,0,0,0,28,5
15084470,729,69,35,611,1,9,0,0,0,0,2,3
15084490,8136,776,377,6312,408,213,0,0,0,0,50,101
15084550,11357,2007,774,7645,269,437,0,0,2,0,222,184
15084560,768,84,46,519,83,30,0,0,0,0,5,4
15084565,4146,166,146,1728,1667,385,0,0,0,0,53,6
15084590,8718,1751,525,5106,901,226,0,0,3,0,207,156
15085000,210492,14075,7556,108054,73753,4230,29,52,236,25,2483,1295
15085040,8675,717,319,4539,2919,145,0,0,0,0,35,72
15085055,14898,1271,641,7162,5387,291,0,34,18,9,85,121
15085090,2372,130,82,2001,25,38,0,0,5,0,93,7
15085110,10297,614,304,5797,3326,193,0,0,1,0,62,44
15085125,1566,84,36,1391,1,13,0,0,0,0,40,0
15085135,14297,1864,687,10002,1147,486,0,0,3,2,105,191
15085140,2786,132,98,2346,118,70,12,0,0,0,10,9
15085145,16468,705,479,5564,9308,197,0,0,62,1,152,95
15085160,1647,109,50,1446,13,12,0,0,0,0,16,6
15085185,16733,626,501,13376,1804,258,0,0,10,0,157,21
15085190,6297,562,200,1222,4191,52,0,0,1,0,69,120
15085227,11066,643,528,8964,573,240,0,0,0,0,119,40
15085228,27152,1209,853,4733,18937,659,0,0,50,1,711,106
15085230,21291,1032,688,16706,2175,431,0,5,41,1,212,98
15085235,12052,1344,576,5681,3909,445,0,0,14,1,84,79
15085285,3261,217,115,2717,65,128,0,0,0,0,18,20
15085287,3671,157,93,2578,803,27,0,0,0,0,13,19
15085330,13767,1040,492,4002,7718,246,8,2,25,3,231,72
15085365,5177,256,132,4483,55,101,0,9,3,0,137,35
15085370,17020,1363,680,3345,11278,198,9,0,4,8,135,142
15086000,157819,8836,5335,86470,48207,2967,2318,2,268,2,3413,709
15086005,3936,609,230,2670,104,172,27,0,11,0,112,36
15086015,16415,1626,698,8672,4014,384,111,0,69,0,841,178
15086035,10891,772,375,5950,2967,270,0,0,26,1,527,56
15086040,23076,1289,743,12265,8236,180,0,0,7,0,356,195
15086055,16011,937,540,11740,2313,232,0,0,19,0,229,81
15086080,27007,925,705,15317,8972,338,0,0,81,0,669,53
15086140,52435,2025,1630,26147,18984,1144,2122,2,34,0,347,102
15086145,8049,654,413,3709,2616,245,59,0,22,0,331,9
15087000,144905,11223,6239,83026,37751,4408,0,0,188,9,2061,901
15087010,510,114,38,313,29,13,0,0,0,0,3,1
15087015,14985,732,668,9250,3916,309,0,0,0,0,109,52
15087031,12170,631,407,9086,1769,226,0,0,0,1,50,23
15087045,577,75,43,423,17,15,0,0,0,0,4,4
15087055,2567,158,152,1549,161,159,0,0,0,0,388,38
15087070,1486,84,82,844,444,30,0,0,0,0,3,1
15087075,931,66,33,731,47,50,0,0,0,0,5,1
15087101,1665,82,55,1386,86,31,0,0,7,0,17,3
15087125,906,117,51,696,2,30,0,0,0,0,10,7
15087130,14394,1527,682,10061,1515,543,0,0,2,2,62,138
15087165,10231,734,373,8544,227,290,0,0,1,1,61,34
15087205,927,343,91,291,123,70,0,0,0,0,9,50
15087210,954,158,49,540,133,69,0,0,0,0,5,1
15087220,3693,778,254,1954,522,159,0,0,0,0,27,76
15087250,4056,283,173,3004,221,153,0,0,0,0,222,3
15087260,882,198,69,566,18,29,0,0,0,0,1,7
15087275,14376,941,636,6799,5652,243,0,0,1,3,101,151
15087370,20771,1537,875,9325,8311,548,0,0,1,0,175,127
15087386,10793,1314,423,6851,657,864,0,0,154,0,530,55
15087412,23638,931,831,7797,13484,384,0,0,4,1,206,107
15087440,3537,283,201,2647,182,136,0,0,18,0,70,22
15087470,856,138,52,367,238,59,0,0,0,0,2,2
15088000,143423,15555,6926,100508,8923,6405,32,2,291,36,4744,2575
15088020,3615,580,220,2624,53,82,0,0,4,0,52,47
15088025,8537,654,413,6921,283,229,0,0,0,5,32,24
15088030,1822,95,53,1660,0,11,0,0,0,0,3,8
15088065,7431,929,286,3170,390,855,0,0,1,21,1779,196
15088100,2713,167,109,2352,18,61,0,0,0,0,7,12
15088150,5100,779,372,3588,50,223,0,0,21,0,66,153
15088195,12544,1508,776,9807,67,309,0,0,0,0,77,369
15088205,8785,1696,554,5215,404,571,0,0,40,0,305,521
15088216,12713,992,528,9926,454,542,32,0,19,9,210,69
15088220,5375,1317,498,2740,175,466,0,0,41,0,136,169
15088235,9857,586,374,7408,374,458,0,0,0,0,658,27
15088250,1711,120,53,1525,1,9,0,0,0,0,4,2
15088265,3738,214,179,3174,55,92,0,0,0,0,26,3
15088295,10268,936,424,7847,577,404,0,0,2,0,78,37
