ags,land_total,land_settlement,land_traffic,veg_agri,veg_forrest,veg_wood,veg_heath,veg_moor,veg_marsh,veg_plant_uncover_com,water_total,settlement_ghd
06631018,9028,637,429,2720,5098,73,0,0,0,12,59,79
06631019,4549,200,266,2354,1675,20,0,0,1,5,29,9
06631020,3551,565,341,2103,436,44,0,0,1,5,54,32
06631021,4077,200,287,2383,1059,102,5,0,0,5,36,21
06631022,3008,109,158,1820,890,5,3,0,1,9,13,5
06631023,6045,270,395,3325,1967,23,0,0,0,12,54,23
06632000,109775,6694,6998,44034,50213,269,0,2,32,329,1203,869
06632001,6384,326,369,2908,2658,28,0,0,0,15,79,23
06632002,7387,1145,609,2416,3055,16,0,0,8,28,110,181
06632003,9371,682,741,4490,3213,48,0,0,1,46,150,86
06632004,4243,121,245,1551,2279,3,0,0,1,21,22,4
06632005,2336,84,143,1272,803,5,0,0,0,10,19,6
06632006,3964,187,253,1534,1946,4,0,0,0,21,19,38
06632007,1775,164,155,1053,365,5,0,0,3,6,24,23
06632008,5494,200,373,2694,2168,4,0,2,1,3,49,12
06632009,6120,525,324,2178,2937,23,0,0,10,21,101,105
06632010,3575,261,216,2087,978,7,0,0,0,6,20,15
06632011,5061,290,383,1890,2413,24,0,0,0,14,46,32
06632012,11205,379,529,3136,7030,9,0,0,0,17,105,66
06632013,5705,208,225,1969,3237,12,0,0,0,29,25,24
06632014,6480,203,461,2292,3420,32,0,1,1,30,41,13
06632015,6416,344,551,2890,2512,9,0,0,1,15,93,81
06632016,2131,324,173,969,598,15,0,0,0,3,48,76
06632017,3763,121,129,753,2738,2,0,0,0,5,16,3
06632018,7997,576,464,3075,3734,9,0,0,2,27,111,43
06632019,6375,236,351,3233,2512,5,0,0,0,3,34,11
06632020,3993,319,300,1644,1616,9,0,0,3,9,92,28
06633000,129331,10914,7777,57300,50932,561,0,0,31,444,1372,1132
06633001,1803,311,156,974,326,7,0,0,0,13,16,5
06633002,1485,193,126,925,165,7,0,0,0,4,66,19
06633003,3827,1140,451,1352,809,15,0,0,0,9,51,343
06633004,4050,224,238,2606,935,9,0,0,0,22,16,22
06633005,5485,406,509,3230,1275,15,0,0,0,14,36,36
06633006,3868,272,199,1711,1657,3,0,0,0,6,20,8
06633007,1360,192,109,949,93,6,0,0,0,1,10,7
06633008,1786,448,190,850,191,21,0,0,1,7,79,62
06633009,3367,652,303,1632,674,20,0,0,0,15,71,101
06633010,4984,294,378,3767,477,5,0,0,3,9,51,19
06633011,2821,217,182,1393,892,93,0,0,1,15,27,6
06633012,2576,250,179,650,1415,31,0,0,1,28,24,11
06633013,8637,855,509,5405,1723,22,0,0,6,26,90,53
06633014,2854,316,219,2109,166,7,0,0,0,9,27,30
06633015,2615,492,232,1014,805,11,0,0,1,21,39,59
06633016,4888,222,283,3027,1181,47,0,0,4,53,71,30
06633017,1658,525,219,835,18,8,0,0,3,28,21,71
06633018,6632,268,294,3227,2766,10,0,0,1,19,47,9
06633019,406,85,27,194,86,5,0,0,2,1,6,4
06633020,2216,408,181,943,628,9,0,0,0,15,32,44
06633022,1299,205,115,830,62,11,0,0,0,4,73,19
06633023,3087,401,279,1797,559,12,0,0,0,5,33,17
06633024,5896,203,189,833,4624,14,0,0,2,9,21,6
06633025,6937,349,447,4911,1034,20,0,0,0,42,135,12
06633026,1397,507,208,574,90,5,0,0,0,3,10,26
06633028,11229,719,709,5754,3846,95,0,0,1,20,85,85
06633029,8655,431,440,3333,4364,15,0,0,4,24,44,13
06633030,5265,323,287,2349,2117,27,0,0,0,12,149,14
06634000,153901,10455,9463,74058,54443,1101,0,0,14,2089,2277,1059
06634001,8246,769,555,4498,1790,173,0,0,1,38,422,109
06634002,2585,310,211,1531,452,26,0,0,0,3,51,24
06634003,8332,601,552,4520,2405,48,0,0,0,20,184,27
06634004,8584,456,488,4486,3007,50,0,0,0,30,67,42
06634005,8881,964,508,4508,2516,193,0,0,0,17,175,62
06634006,6155,211,341,2700,2843,18,0,0,1,8,33,16
06634007,4649,411,346,3031,812,4,0,0,0,17,28,49
06634008,2619,249,217,1305,765,12,0,0,0,4,67,15
06634009,10011,897,670,5601,2563,121,0,0,0,31,127,106
06634010,4979,145,169,1894,2728,2,0,0,1,18,23,10
06634011,10067,419,578,2951,5951,69,0,0,0,13,86,73
06634012,1751,132,145,777,645,16,0,0,0,3,33,10
06634013,3452,280,292,2002,700,78,0,0,0,11,91,58
06634014,6309,623,369,1706,3463,28,0,0,0,24,97,112
06634015,4792,210,237,1647,2529,50,0,0,1,38,81,6
06634016,3867,248,240,2509,797,5,0,0,0,10,58,6
06634017,6625,339,418,2890,2770,17,0,0,1,130,61,21
06634018,3061,261,190,1944,625,2,0,0,0,7,33,8
06634019,4401,257,266,1738,1757,7,0,0,0,352,25,8
06634020,4850,157,289,2119,2237,7,0,0,0,10,31,13
06634021,3661,171,240,2210,990,3,0,0,1,6,41,9
06634022,8479,880,645,4466,2186,35,0,0,6,138,123,129
06634023,2690,75,118,823,550,7,0,0,0,1094,25,2
06634024,9771,345,484,3370,5421,31,0,0,1,43,75,26
06634025,5141,581,411,3495,425,74,0,0,0,18,137,98
06634026,5997,272,316,3843,1487,16,0,0,1,6,57,12
06634027,3945,193,170,1497,2025,10,0,0,0,1,48,10
06635000,184870,9332,9656,77075,84320,679,75,3,37,590,3102,969
06635001,4179,300,317,1352,2131,15,0,0,0,9,54,64
06635002,12647,876,617,4730,6127,67,0,2,13,43,171,96
06635003,12010,830,682,4083,6214,39,0,0,2,42,118,59
06635004,6471,318,407,1931,3671,61,0,0,0,6,77,41
06635005,3522,170,172,936,2213,7,0,0,0,4,20,60
06635006,4130,277,236,1551,2029,6,0,0,0,6,26,38
06635007,12159,456,632,7253,3533,21,0,0,7,49,208,40
06635008,8255,357,430,4281,3055,17,0,0,0,34,82,50
06635009,11565,465,455,4032,5426,66,0,0,1,55,1065,19
06635010,5729,199,292,2248,2934,11,0,0,0,13,32,6
06635011,12486,869,784,5304,5254,64,0,0,0,64,147,80
06635012,5865,216,298,2617,2671,19,0,0,0,8,36,19
06635013,9122,216,339,2650,5847,28,0,0,0,4,38,8
06635014,5851,210,300,1276,3929,33,0,0,4,18,80,32
06635015,12411,1021,764,6659,3824,39,0,2,2,25,74,161
06635016,9677,319,421,4996,3776,42,0,0,2,38,83,24
06635017,5155,119,165,1342,3504,5,0,0,0,5,15,8
06635018,7408,278,332,4129,2547,38,0,0,1,30,53,16
06635019,9885,395,519,3631,4816,32,3,0,0,21,467,10
06635020,6747,449,397,3830,1940,8,0,0,0,32,90,81
06635021,11570,584,644,5402,4726,48,0,0,1,49,116,29
06635022,8026,407,450,2842,4153,13,71,0,2,35,53,28
06636000,102483,5750,6275,43877,43603,923,0,0,23,625,1408,601
06636001,7375,386,419,2588,3781,53,0,0,1,12,135,18
06636002,1957,123,132,1185,484,5,0,0,0,18,10,13
06636003,6326,932,591,2964,1523,38,0,0,0,75,203,133
06636004,3759,377,283,1660,1186,150,0,0,3,64,37,50
06636005,5950,191,393,3060,2152,47,0,0,0,38,69,13
06636006,10572,781,633,4066,4854,96,0,0,2,50,90,136
06636007,3962,261,288,1491,1657,27,0,0,4,36,198,13
06636008,4481,272,267,2380,1482,13,0,0,1,38,27,8
06636009,2766,115,162,1551,902,7,0,0,1,11,18,2
06636010,6681,204,474,3627,2148,106,0,0,0,53,68,7
06636011,11128,494,822,5690,3886,63,0,0,0,65,108,70
06636012,9653,305,520,3959,4709,32,0,0,1,40,87,35
06636013,4688,247,236,1820,2256,4,0,0,0,25,100,15
06636014,3920,243,276,1716,1564,41,0,0,0,34,45,16
06636015,1556,56,132,698,639,12,0,0,0,10,9,2
06636016,12678,759,628,5413,5386,226,0,0,6,56,204,69
07000000,1985797,172064,122995,806780,807783,42655,401,168,578,3772,28600,18447
07111000,10525,2758,1121,2397,3341,293,0,0,0,46,567,283
07131000,78703,5618,5306,24485,40316,1546,30,0,5,124,1273,503
07131001,1856,156,150,207,1289,46,0,0,0,0,8,12
07131002,1260,71,43,115,998,11,0,0,0,7,14,7
07131003,1483,86,68,176,1028,87,0,0,0,15,23,2
07131004,446,36,32,127,225,16,0,0,0,0,9,2
07131005,961,21,33,254,646,6,0,0,0,0,2,0
07131006,1993,265,141,489,910,38,0,0,0,9,140,19
07131007,6339,790,530,1291,3512,157,0,0,0,10,49,54
07131008,852,29,53,310,438,16,0,0,0,0,6,2
07131009,233,7,13,135,69,8,0,0,0,0,2,0
07131011,1895,79,44,554,1191,22,0,0,0,0,4,1
07131014,922,95,72,200,451,33,0,0,0,14,58,15
07131015,326,6,20,109,184,6,0,0,0,0,2,0
07131016,765,20,45,338,345,15,0,0,0,0,2,0
07131017,571,45,50,124,324,16,0,0,0,3,8,4
07131018,720,23,36,289,349,16,0,0,0,0,6,0
07131021,502,8,23,79,384,6,0,0,0,0,3,0
07131022,284,6,30,78,157,5,0,0,0,0,8,0
07131025,504,33,38,208,194,26,0,0,0,0,5,0
07131026,313,9,29,159,106,8,0,0,0,0,0,0
07131027,2734,42,110,600,1946,28,0,0,0,0,8,1
07131028,727,38,62,151,467,6,0,0,0,0,3,0
07131029,1002,52,100,153,659,19,0,0,0,1,19,7
07131030,515,20,37,258,183,11,0,0,0,0,6,0
07131032,201,13,19,84,82,3,0,0,0,0,1,0
07131033,1584,40,81,631,815,9,0,0,0,0,8,1
07131034,501,24,39,171,244,14,0,0,0,0,8,1
07131036,432,30,20,105,270,6,0,0,0,0,1,-
07131037,2182,39,99,418,1610,9,0,0,0,0,7,1
07131039,3113,39,104,294,2614,45,6,0,0,1,11,1
07131040,610,36,21,147,389,12,0,0,0,0,4,2
07131041,720,38,47,293,310,26,0,0,0,0,5,0
07131042,378,12,29,163,165,7,0,0,0,0,1,0
07131044,1564,38,92,126,1282,20,0,0,0,0,7,6
07131047,1237,35,81,301,800,15,0,0,0,0,5,1
07131049,563,30,33,125,335,15,0,0,0,13,13,1
07131050,306,41,29,161,68,6,0,0,0,1,1,13
07131051,802,86,81,271,341,16,0,0,0,0,7,7
07131052,381,16,35,90,223,8,0,0,0,0,9,3
07131054,682,58,57,316,229,9,0,0,0,0,12,1
07131055,1195,153,136,530,332,35,0,0,0,0,9,36
07131058,363,84,61,54,160,4,0,0,0,0,1,1
07131059,694,35,51,255,344,7,0,0,0,0,2,0
07131060,273,40,28,145,49,9,0,0,0,0,2,2
07131062,501,12,25,195,262,4,0,0,0,0,3,0
07131065,581,18,25,196,321,10,0,0,0,0,12,-
07131066,443,24,38,126,235,9,12,0,0,0,0,1
07131068,472,18,16,51,367,13,0,0,0,1,6,0
07131069,1424,35,85,382,899,18,0,0,0,1,4,5
07131070,3321,594,242,681,1449,119,0,0,0,8,227,53
07131072,638,15,37,239,340,4,0,0,0,0,1,1
07131073,1026,51,69,324,558,20,0,0,0,0,4,5
07131074,593,46,64,119,335,13,0,0,0,0,15,5
07131075,427,8,29,160,225,3,0,0,0,0,2,0
07131076,235,7,17,99,111,2,0,0,0,0,0,-
07131077,4110,546,315,1359,1727,74,0,0,0,20,69,59
07131079,411,10,21,174,199,5,0,0,0,0,2,-
07131081,762,41,73,312,307,22,0,0,0,0,7,1
07131082,1436,52,84,502,766,18,0,0,0,1,12,3
07131083,560,21,45,229,255,8,0,0,0,0,1,6
07131084,684,31,46,208,389,9,0,0,0,0,1,1
07131085,333,13,20,165,126,7,0,0,0,0,1,0
07131086,325,9,24,136,144,8,0,0,0,0,3,0
07131090,5760,564,452,3563,1067,63,0,0,0,12,40,87
07131201,309,18,16,169,94,11,0,0,0,0,0,1
07131202,1063,167,66,559,195,66,0,0,0,0,9,23
07131204,228,13,18,88,106,2,0,0,0,0,0,0
07131205,1145,45,57,400,292,17,0,0,0,0,334,1
07131206,1017,26,64,395,508,18,2,0,0,1,3,0
07131208,872,54,62,457,285,11,0,0,0,0,3,9
07131209,617,77,31,339,144,23,0,0,2,0,1,3
07131210,994,59,104,517,303,6,0,0,3,0,2,6
07131211,1056,76,82,570,279,33,11,0,0,2,4,7
07131501,1186,37,90,146,879,27,0,0,0,0,6,2
07131502,1192,109,89,542,426,23,0,0,0,0,3,19
07132000,64238,6512,3651,19933,32704,820,0,0,2,44,573,722
07132001,61,25,7,16,10,1,0,0,0,0,2,4
07132002,592,70,31,24,453,9,0,0,0,0,6,8
07132004,167,8,9,100,49,1,0,0,0,0,0,-
07132005,237,14,20,122,75,1,0,0,0,0,4,0
07132006,956,340,117,88,376,19,0,0,0,2,13,50
07132007,476,29,28,258,150,8,0,0,0,1,2,0
07132008,1814,129,67,488,1095,28,0,0,0,1,7,3
07132009,311,49,21,156,79,3,0,0,0,0,2,2
07132010,230,38,16,77,92,3,0,0,0,1,3,1
07132011,1113,71,47,445,516,8,0,0,0,3,23,0
07132012,636,100,31,51,432,10,0,0,0,1,11,8
07132013,366,50,31,137,141,4,0,0,0,0,2,5
07132014,289,40,19,117,108,2,0,0,0,0,3,1
07132015,284,36,22,73,146,3,0,0,0,0,4,1
07132016,289,27,16,75,164,4,0,0,0,0,4,1
07132017,302,23,15,175,86,2,0,0,0,0,1,0
07132018,1958,189,107,199,1417,36,0,0,0,0,9,29
07132019,710,44,33,284,312,34,0,0,0,1,3,5
07132020,145,19,10,23,89,3,0,0,0,0,1,2
07132022,284,36,18,149,78,2,0,0,0,0,1,8
07132023,427,24,29,230,135,3,0,0,0,0,6,1
07132024,238,18,28,68,117,5,0,0,0,0,2,2
07132025,815,104,55,292,322,28,0,0,0,0,15,18
07132026,707,75,39,160,414,17,0,0,0,0,2,1
07132027,140,6,8,110,15,1,0,0,0,0,1,0
07132028,304,62,22,111,90,5,0,0,0,5,9,14
07132029,117,6,5,27,77,2,0,0,0,0,0,0
07132030,217,22,11,82,95,6,0,0,0,0,1,1
07132031,303,19,18,139,126,1,0,0,0,0,1,0
07132032,406,70,30,217,78,7,0,0,0,0,5,6
07132033,337,32,22,139,140,3,0,0,0,0,2,1
07132034,424,37,27,155,193,9,0,0,0,0,3,0
07132035,161,13,9,124,12,2,0,0,0,0,1,1
07132036,710,72,37,323,262,13,0,0,0,0,3,16
07132037,5136,142,199,1308,3426,34,0,0,0,0,26,15
07132038,219,56,18,61,67,2,0,0,0,0,14,1
07132039,595,92,31,124,340,7,0,0,0,0,1,6
07132040,592,40,30,340,177,4,0,0,0,0,2,1
07132041,211,11,11,130,59,1,0,0,0,0,1,1
07132042,252,26,13,30,173,6,0,0,0,0,4,4
07132043,220,29,16,68,104,2,0,0,0,0,1,0
07132044,366,156,36,74,89,7,0,0,0,0,5,24
07132045,564,26,13,116,404,5,0,0,0,0,1,1
07132046,576,25,28,177,341,3,0,0,0,0,3,1
07132047,415,41,24,224,121,2,0,0,0,0,2,1
07132048,357,17,19,151,156,3,0,0,0,0,10,1
07132049,283,15,14,143,102,6,0,0,0,0,2,0
07132050,1799,269,102,110,1282,19,0,0,0,1,16,55
07132051,258,15,13,150,77,2,0,0,0,0,1,-
07132052,297,17,16,141,122,1,0,0,0,0,0,0
07132053,615,20,33,302,253,2,0,0,0,0,4,1
07132054,788,45,40,215,459,9,0,0,0,2,17,8
07132055,472,91,29,141,203,5,0,0,0,0,3,17
07132056,113,5,6,46,52,2,0,0,0,0,2,0
07132057,508,32,31,285,151,4,0,0,0,0,4,3
07132058,184,10,11,109,52,2,0,0,0,0,0,1
07132059,362,40,23,92,197,8,0,0,0,0,2,2
07132060,483,15,23,157,284,2,0,0,0,0,3,-
07132061,168,14,10,107,35,1,0,0,0,0,1,0
07132062,655,44,38,359,209,4,0,0,0,0,3,2
07132063,3976,399,180,343,2983,34,0,0,0,1,35,38
07132064,273,15,13,157,83,2,0,0,0,1,1,-
07132065,281,42,44,82,104,6,0,0,0,1,2,11
07132066,431,50,26,134,213,6,0,0,0,0,2,1
07132067,411,46,26,237,94,5,0,0,0,0,2,5
07132068,174,7,10,41,115,1,0,0,0,0,1,1
07132069,366,28,18,153,162,2,0,0,0,0,3,0
07132070,443,23,23,227,158,5,0,0,0,0,7,2
07132071,290,25,19,68,175,2,0,0,0,0,2,0
07132072,948,224,68,31,605,11,0,0,0,1,9,40
07132073,687,70,29,164,392,22,0,0,0,0,10,3
07132075,417,43,21,24,321,4,0,0,0,0,3,7
07132076,1447,170,74,121,1049,21,0,0,0,2,11,23
07132077,284,7,17,113,139,4,0,0,0,0,3,-
07132078,79,10,5,29,32,2,0,0,0,0,0,-
07132079,454,24,18,239,167,3,0,0,0,0,2,2
07132080,1580,104,64,516,869,21,0,0,0,1,6,4
07132081,363,37,22,189,110,2,0,0,0,0,2,1
07132082,944,46,45,456,379,12,0,0,0,0,7,0
07132083,283,41,17,82,134,3,0,0,0,0,5,8
07132085,333,17,17,97,196,2,0,0,0,0,3,0
07132086,399,21,21,240,111,4,0,0,0,0,2,0
07132087,226,7,13,135,65,5,0,0,0,0,1,0
07132088,374,18,20,267,61,5,0,0,0,0,2,0
07132089,232,21,12,53,140,3,0,0,0,0,3,3
07132090,199,33,13,73,76,2,0,0,0,0,1,0
07132091,550,75,43,156,257,16,0,0,0,0,4,1
07132092,198,11,9,99,77,2,0,0,0,0,0,-
07132093,213,19,14,123,51,4,0,0,0,0,1,0
07132094,321,23,17,137,139,4,0,0,0,0,1,1
07132095,409,52,28,102,218,4,0,0,0,2,3,12
07132096,378,71,28,119,144,10,0,0,0,1,6,3
07132097,980,33,41,261,626,9,0,0,0,0,10,-
07132098,266,80,26,24,127,4,0,0,0,1,5,9
07132099,320,17,18,145,129,2,0,0,0,3,6,0
07132100,201,14,17,121,41,6,0,0,0,0,2,-
07132101,126,21,8,6,87,2,0,0,0,0,2,4
07132102,341,11,11,116,199,3,0,0,0,0,1,0
07132103,299,19,26,168,75,2,0,0,0,1,7,1
07132104,294,10,23,107,147,2,0,0,0,0,5,0
07132105,366,39,15,98,207,6,0,0,0,0,1,1
07132106,199,14,13,114,56,2,0,0,0,0,1,1
07132107,454,73,38,164,169,8,0,0,0,0,1,17
07132108,253,26,12,58,152,5,0,0,0,0,1,0
07132109,177,17,11,71,75,2,0,0,0,0,1,1
07132110,199,6,11,94,86,0,0,0,0,0,1,-
07132111,386,59,21,53,236,2,0,0,0,1,13,5
07132112,212,12,10,122,66,1,0,0,0,0,1,2
07132113,849,137,46,344,303,13,0,0,0,0,6,37
07132114,577,14,26,165,368,3,0,0,0,0,2,-
07132115,422,80,29,235,69,6,0,0,0,0,2,10
07132116,196,52,18,28,93,4,0,0,0,0,2,22
07132117,3488,399,193,843,1933,56,0,0,0,5,59,50
07132118,263,23,14,145,79,2,0,0,0,0,1,1
07132119,71,9,4,56,1,1,0,0,0,0,0,0
07132201,506,38,25,226,208,5,0,0,0,0,3,8
07132501,1098,269,129,405,264,15,0,0,0,2,14,44
07132502,714,67,58,362,213,5,0,0,0,1,8,10
07133000,86389,7183,5012,37583,32550,3014,5,0,2,201,839,620
07133001,576,21,19,398,131,6,0,0,0,0,1,0
07133002,298,15,13,167,101,2,0,0,0,0,0,0
07133003,754,38,42,177,393,96,0,0,0,1,7,2
07133004,425,20,27,193,175,4,0,0,0,0,5,1
07133005,271,16,19,124,98,11,0,0,0,0,3,0
07133006,5556,1468,513,2002,1274,153,0,0,0,41,105,159
07133008,560,26,42,207,259,17,0,0,0,0,7,1
07133009,611,20,22,435,116,16,0,0,0,1,2,0
07133010,841,24,43,444,302,23,0,0,0,0,5,0
07133011,1084,57,38,793,178,17,0,0,0,0,2,0
07133012,310,25,17,265,0,2,0,0,0,0,0,0
07133013,966,75,40,242,532,61,0,0,0,2,13,13
07133014,111,24,11,53,4,9,0,0,0,2,8,0
07133015,476,34,23,185,224,5,0,0,0,4,2,0
07133016,316,6,9,111,174,11,0,0,0,0,4,0
07133017,569,19,15,326,170,35,0,0,0,0,3,0
07133018,581,105,48,362,29,14,0,0,0,8,15,7
07133019,110,9,6,62,5,27,0,0,0,0,1,-
07133020,538,22,26,281,177,30,0,0,0,0,1,0
07133021,230,11,18,55,109,33,0,0,0,0,4,0
07133022,291,13,20,146,96,15,0,0,0,0,2,-
07133023,1665,63,102,110,1380,6,0,0,0,0,4,1
07133024,635,25,19,448,123,19,0,0,0,0,0,-
07133025,1314,46,50,303,872,21,0,0,0,13,11,2
07133026,222,21,35,132,9,21,0,0,0,1,2,-
07133027,968,28,50,479,325,80,0,0,0,3,4,0
07133028,108,12,6,75,7,8,0,0,0,0,1,0
07133030,1004,84,58,550,272,33,0,0,0,3,4,1
07133031,988,79,55,502,304,26,0,0,0,8,13,1
07133032,1248,67,66,850,221,34,0,0,0,0,10,1
07133033,238,15,12,168,33,7,0,0,0,0,2,0
07133035,1299,113,111,944,68,49,0,0,0,1,13,2
07133036,418,43,33,278,30,30,0,0,0,0,5,1
07133037,431,68,41,307,9,5,0,0,0,0,1,1
07133038,279,28,17,64,149,13,0,0,0,0,9,2
07133039,254,31,15,141,60,7,0,0,0,0,1,0
07133040,258,85,24,127,10,9,0,0,0,0,3,2
07133041,907,28,51,400,401,21,0,0,0,0,5,0
07133042,195,5,5,39,141,2,0,0,0,0,3,-
07133043,1410,79,51,463,784,32,0,0,0,0,2,5
07133044,589,22,28,146,378,13,0,0,0,0,2,0
07133045,549,27,42,205,197,71,0,0,0,0,7,0
07133046,1258,117,65,461,526,57,0,0,0,19,13,6
07133047,192,5,6,97,81,3,0,0,0,0,0,0
07133048,655,61,30,509,40,13,0,0,0,0,3,2
07133049,748,24,46,407,252,16,0,0,0,0,4,2
07133050,262,19,8,173,54,6,0,0,0,0,1,2
07133051,628,14,37,327,220,23,0,0,0,0,7,0
07133052,1653,323,149,207,776,151,0,0,0,9,38,57
07133053,764,17,47,354,329,11,0,0,0,0,7,-
07133054,1191,203,101,474,382,16,0,0,0,2,15,41
07133055,271,36,15,88,120,9,0,0,0,0,2,2
07133056,334,30,37,226,7,23,0,0,0,1,11,0
07133057,478,27,19,296,127,8,0,0,0,0,0,0
07133058,629,20,26,418,148,11,0,0,0,0,4,-
07133059,918,26,53,506,321,8,0,0,0,0,3,-
07133060,494,14,16,302,146,14,0,0,0,0,2,1
07133061,633,41,34,448,80,26,0,0,0,0,4,0
07133062,39,11,6,12,1,6,0,0,0,2,2,0
07133063,697,23,23,322,278,50,0,0,0,0,1,0
07133064,1315,64,61,653,488,23,0,0,0,3,24,0
07133065,1033,161,63,513,206,73,0,0,0,4,13,21
07133066,1705,72,106,657,776,70,0,0,0,1,24,5
07133067,1218,85,92,523,425,72,0,0,0,4,18,10
07133068,146,24,9,88,14,9,0,0,0,0,1,0
07133069,456,68,27,233,75,35,5,0,0,7,5,8
07133070,533,31,39,191,192,42,0,0,0,3,33,1
07133071,315,55,34,129,54,22,0,0,0,2,20,0
07133072,586,34,31,303,196,19,0,0,0,0,2,5
07133073,458,42,27,199,171,14,0,0,0,4,1,2
07133074,331,18,21,121,108,55,0,0,0,1,9,1
07133075,101,13,6,69,9,4,0,0,0,0,0,0
07133076,1326,85,54,630,442,88,0,0,0,4,23,1
07133077,311,14,17,139,137,3,0,0,0,0,1,1
07133078,518,63,31,415,0,4,0,0,0,0,5,9
07133080,232,13,12,206,0,1,0,0,0,0,1,0
07133081,441,20,13,268,118,20,0,0,0,0,1,0
07133082,221,11,11,166,27,6,0,0,0,0,1,3
07133083,1013,46,40,569,303,46,0,0,0,0,9,1
07133084,447,18,17,286,104,20,0,0,0,0,2,0
07133085,82,15,15,50,1,0,0,0,0,0,0,3
07133086,593,78,58,410,17,25,0,0,0,0,6,2
07133087,308,56,33,198,4,15,0,0,0,0,2,2
07133088,170,16,13,131,5,2,0,0,0,0,2,0
07133089,476,21,37,271,85,45,0,0,0,5,12,0
07133090,548,15,16,427,76,12,0,0,0,0,2,-
07133091,713,46,28,174,428,35,0,0,0,0,2,0
07133092,635,14,24,350,239,6,0,0,0,0,2,0
07133093,305,46,26,162,32,34,0,0,0,0,4,5
07133094,606,40,33,357,170,4,0,0,0,0,2,1
07133095,1463,74,61,314,996,9,0,0,0,0,9,2
07133096,808,93,47,280,354,23,0,0,0,0,11,13
07133098,252,34,17,162,36,1,0,0,0,0,2,1
07133099,1661,93,72,430,1026,32,0,0,0,0,8,6
07133100,1415,15,39,153,1202,3,0,0,0,0,3,0
07133101,1435,50,32,468,849,32,0,0,0,0,3,1
07133102,1147,68,50,591,366,56,0,0,0,1,14,1
07133103,901,163,82,121,486,32,0,0,0,5,12,11
07133104,135,8,14,86,14,10,0,0,0,0,3,-
07133105,288,37,22,147,50,16,0,0,0,15,2,0
07133106,491,45,34,405,0,5,0,0,0,0,2,1
07133107,1858,124,107,798,745,68,0,0,0,3,12,5
07133108,805,82,76,422,195,24,0,0,0,0,7,37
07133109,1030,82,77,444,355,57,0,0,0,4,11,5
07133110,590,35,44,231,266,11,0,0,0,0,3,3
07133111,587,24,47,353,127,30,0,0,0,0,5,0
07133112,929,79,64,572,170,26,0,0,0,7,10,5
07133113,312,14,12,112,168,5,0,0,0,0,2,0
07133114,1017,78,66,531,315,19,0,0,0,0,8,7
07133115,1474,33,34,268,1130,5,0,0,0,0,4,1
07133116,256,13,14,123,89,14,0,0,0,0,3,1
07133117,349,87,46,183,14,14,0,0,0,0,5,3
07133201,268,23,19,98,122,3,0,0,0,0,3,1
07133202,831,20,35,173,570,19,0,0,0,0,14,1
07133203,203,5,10,44,136,3,0,0,0,0,5,0
07133204,330,18,18,157,130,5,0,0,0,0,3,0
07133205,697,18,29,237,402,10,0,0,0,0,2,0
07133501,5418,458,253,1406,3128,137,0,0,0,1,36,112
07134000,77683,5350,3608,24499,41336,1764,2,86,10,610,418,364
07134001,612,34,16,95,453,10,0,0,0,0,5,-
07134002,970,28,29,237,669,5,0,0,0,0,1,0
07134003,2770,51,83,256,2297,18,0,56,4,0,5,1
07134004,347,12,21,192,115,5,0,0,0,0,2,0
07134005,6919,618,236,1562,3942,146,0,0,1,404,11,26
07134006,1042,28,40,514,450,7,0,0,0,0,3,0
07134007,572,32,20,242,252,25,0,0,0,0,2,1
07134008,666,33,32,298,266,34,0,0,0,0,2,2
07134009,755,20,30,330,361,11,0,0,0,1,1,0
07134010,1364,294,97,527,360,70,0,0,0,1,15,22
07134011,821,37,23,117,601,8,0,30,0,0,6,8
07134012,377,16,17,211,130,1,0,0,0,0,1,3
07134013,368,20,22,156,167,1,0,0,0,0,1,0
07134014,813,39,28,209,534,2,0,0,0,0,1,0
07134015,1366,81,41,356,868,16,0,0,0,0,5,8
07134016,847,33,28,303,471,9,0,0,0,0,2,0
07134017,770,66,40,265,375,13,0,0,0,2,9,6
07134018,299,11,13,152,117,4,0,0,0,0,2,-
07134019,493,31,15,226,215,5,0,0,0,0,0,3
07134020,671,43,30,260,314,21,0,0,0,0,2,1
07134021,369,16,16,230,97,9,0,0,0,0,1,1
07134022,215,7,19,99,83,6,0,0,0,0,1,0
07134023,202,15,10,108,66,3,0,0,0,0,0,6
07134024,745,42,40,137,511,9,0,0,0,0,6,1
07134025,401,36,26,105,203,21,0,0,0,1,8,1
07134026,660,26,25,305,259,42,0,0,0,0,3,0
07134027,385,52,28,46,239,13,0,0,0,1,7,2
07134028,229,23,16,77,101,7,0,0,0,4,1,4
07134029,553,29,49,252,210,10,0,0,0,1,2,0
07134030,449,22,18,261,137,8,0,0,0,0,2,4
07134031,325,32,20,155,112,7,0,0,0,0,1,2
07134032,419,13,24,198,179,3,0,0,0,0,2,0
07134033,228,16,10,149,50,3,0,0,0,0,1,0
07134034,823,26,32,164,597,5,0,0,0,0,1,1
07134035,499,15,30,231,209,6,0,0,0,1,6,0
07134036,678,49,46,264,285,21,0,0,0,2,10,3
07134037,746,17,20,171,530,5,0,0,0,0,2,0
07134038,246,34,13,75,122,2,0,0,0,0,0,0
07134039,481,40,26,236,165,12,0,0,0,0,2,6
