ags,residential_buildings_total,buildings_1flat,buildings_2flats,buildings_3flats,buildings_dorms,residential_buildings_area_total
12068468,3729,2678,439,605,7,629.5
12068477,2067,1678,236,152,1,289.5
12068501,334,278,41,15,0,44.2
12069000,66666,54810,6609,5234,13,10181.8
12069017,3929,3220,407,301,1,586.1
12069018,1001,895,58,48,0,131.8
12069019,262,215,34,13,0,32.3
12069020,2921,2079,421,420,1,482.7
12069028,466,400,44,22,0,59.5
12069052,876,791,70,15,0,106.6
12069056,554,492,18,44,0,79.7
12069076,1298,996,200,101,1,191.6
12069089,196,177,16,3,0,25.1
12069216,438,346,69,22,1,59.9
12069224,468,385,55,28,0,61.9
12069232,171,138,27,6,0,23.7
12069249,3101,2651,290,160,0,407.4
12069270,1229,1008,158,62,1,157.1
12069304,5897,5060,469,367,1,1001.3
12069306,3986,3379,410,196,1,522
12069345,311,254,51,6,0,42.6
12069397,4539,3955,425,158,1,660.9
12069402,329,270,53,6,0,46
12069448,737,584,96,57,0,99
12069454,2747,2309,218,219,1,412.1
12069460,213,170,21,22,0,28.5
12069470,406,330,68,8,0,54.9
12069474,308,229,62,17,0,48.9
12069485,318,262,50,6,0,40.8
12069537,344,287,41,16,0,45.5
12069541,398,304,50,44,0,55.6
12069590,3605,2982,376,247,0,527.9
12069596,1053,813,60,180,0,182.7
12069604,4757,4024,370,362,1,731.2
12069616,6121,4941,417,762,1,1137.1
12069632,2536,1940,359,237,0,365.3
12069648,200,166,28,6,0,25.7
12069656,7174,5659,697,817,1,1243
12069665,1602,1336,183,82,1,214.5
12069680,276,212,49,15,0,39.3
12069688,1101,934,100,67,0,140.1
12069696,798,617,89,92,0,111.7
12070000,24476,18478,2874,3115,9,3752.7
12070008,1030,853,105,70,2,133
12070028,287,238,33,16,0,38.5
12070052,593,522,61,10,0,73.7
12070060,304,243,52,9,0,38.4
12070096,177,142,19,16,0,22.6
12070125,1555,1272,186,96,1,208.4
12070145,207,181,24,2,0,23.9
12070149,1435,1183,214,38,0,181.6
12070153,217,158,38,21,0,28.7
12070173,2153,1698,305,150,0,310
12070222,148,119,26,3,0,19.7
12070236,301,240,41,20,0,40.4
12070241,285,246,33,6,0,33.3
12070244,821,623,116,82,0,112.6
12070246,218,163,45,10,0,29.2
12070266,290,245,38,7,0,36.7
12070280,705,540,73,91,1,106.8
12070296,3179,2280,322,576,1,540.1
12070300,193,157,29,7,0,23.6
12070302,1375,1142,164,69,0,182.1
12070316,3100,2187,363,548,2,534.8
12070325,1001,789,130,82,0,134.5
12070348,208,166,35,7,0,27.1
12070393,184,147,29,8,0,24.1
12070416,417,362,48,7,0,49.8
12070424,4093,2582,345,1164,2,799.3
12071000,34003,25208,4632,4149,14,5429.4
12071028,288,243,40,5,0,38.7
12071032,1508,1197,215,95,1,214
12071041,343,270,60,13,0,48.1
12071044,964,736,144,84,0,135.9
12071052,301,247,47,7,0,37.6
12071057,1903,1459,260,184,0,270.2
12071060,203,170,33,0,0,25
12071074,678,516,123,39,0,97.4
12071076,4736,3195,618,921,2,863.3
12071153,301,221,29,51,0,47.9
12071160,3341,1960,363,1014,4,753.6
12071164,210,168,39,3,0,27.1
12071176,216,181,32,3,0,26.4
12071189,174,140,27,7,0,20.7
12071193,521,391,71,59,0,73.3
12071244,3437,2908,414,109,6,470.3
12071294,615,497,86,32,0,79.5
12071301,1918,1603,268,47,0,255.6
12071304,1218,916,145,157,0,189.6
12071337,1386,1153,193,40,0,182.6
12071341,302,245,51,6,0,38.3
12071372,5674,3889,791,994,0,1002.1
12071384,279,230,42,7,0,35.3
12071386,438,371,63,4,0,57.4
12071392,399,274,84,41,0,61.9
12071401,433,368,62,3,0,53.4
12071408,1115,776,155,184,0,179.8
12071412,585,456,99,30,0,82
12071414,517,428,78,10,1,62.8
12072000,48529,37997,4922,5592,18,7631.6
12072002,2667,2267,298,101,1,328
12072014,1459,1132,193,134,0,204.1
12072017,8745,7502,660,582,1,1272.6
12072053,1593,1136,247,210,0,243.5
12072055,179,155,21,3,0,23.4
12072120,2546,2155,186,205,0,387.7
12072157,281,229,45,7,0,36.4
12072169,3165,2056,475,633,1,549.2
12072232,4641,3007,481,1148,5,894.1
12072240,5479,4153,313,1013,0,1104.4
12072297,1949,1422,287,240,0,301.7
12072298,1177,909,208,60,0,161.4
12072312,2344,1872,366,106,0,315.8
12072340,3950,3429,277,244,0,543
12072426,2943,2261,381,300,1,439.3
12072477,5411,4312,484,606,9,826.9
12073000,31821,23821,3073,4903,24,5554.8
12073008,4006,2970,441,594,1,652
12073032,509,468,36,5,0,67.5
12073069,1219,980,128,110,1,170.9
12073085,674,525,78,71,0,96.2
12073093,201,156,33,12,0,27.5
12073097,733,615,74,44,0,94.6
12073157,250,217,23,10,0,30.9
12073189,873,715,90,68,0,115.6
12073201,655,544,63,46,2,89
12073216,271,228,25,17,1,38.1
12073225,731,593,91,47,0,100.7
12073261,396,357,27,12,0,51.6
12073309,292,238,34,20,0,37.8
12073384,1037,763,134,140,0,155.9
12073386,389,323,43,22,1,53.4
12073393,274,213,40,21,0,38.1
12073396,417,321,23,71,2,67.3
12073404,151,128,12,10,1,19.8
12073429,1772,1449,200,123,0,238.2
12073430,761,646,74,41,0,98.1
12073440,263,210,18,35,0,39.3
12073452,3443,2178,240,1020,5,791.1
12073458,354,282,42,30,0,49.6
12073490,242,212,13,17,0,31.6
12073520,181,137,15,29,0,27.9
12073532,4857,3031,374,1449,3,1295.3
12073565,256,206,23,27,0,34.4
12073569,227,185,27,15,0,30.7
12073572,4114,3026,424,658,6,705.5
12073578,383,324,41,18,0,51.4
12073579,1128,955,102,71,0,147
12073603,541,450,53,37,1,76.2
12073645,221,176,32,13,0,31.7
13000000,403263,299061,38696,65292,214,72282.9
13003000,22219,11098,1259,9826,36,8059.9
13004000,14049,7463,893,5691,2,4080.1
13071000,66788,49713,6390,10652,33,11773.3
13071001,211,177,19,15,0,27.8
13071002,120,102,8,10,0,16
13071003,116,97,9,10,0,16.3
13071004,1458,1090,150,216,2,233.4
13071005,218,188,9,21,0,31.8
13071006,207,177,21,9,0,24.8
13071007,267,232,16,19,0,34.6
13071008,199,172,15,12,0,25.1
13071009,56,51,3,2,0,6.6
13071010,257,222,22,13,0,33.8
13071011,579,496,48,35,0,79
13071012,291,258,21,12,0,39.3
13071013,237,192,34,11,0,32.3
13071014,304,240,36,28,0,41
13071015,57,44,9,4,0,8.9
13071016,176,147,12,17,0,23.1
13071017,58,49,5,4,0,7.8
13071018,133,117,10,6,0,16.2
13071019,391,351,25,15,0,50.8
13071020,63,54,7,2,0,8.3
13071021,1620,1262,195,163,0,246
13071022,331,287,13,31,0,44.7
13071023,159,133,10,16,0,20.2
13071025,326,270,37,19,0,43.4
13071026,247,188,24,35,0,44.8
13071027,1423,1095,180,148,0,200.9
13071028,315,272,20,22,1,42.3
13071029,2449,1642,202,603,2,463
13071032,232,193,24,15,0,30.8
13071033,1618,1285,196,137,0,223.7
13071034,209,186,16,7,0,26.2
13071035,1666,1188,139,336,3,303
13071036,433,344,61,28,0,57
13071037,403,320,43,40,0,59.2
13071039,424,325,61,38,0,55.5
13071041,157,138,13,6,0,19.3
13071042,102,87,13,2,0,11.5
13071043,364,301,43,18,2,45.7
13071044,108,92,11,5,0,14.5
13071045,116,101,10,5,0,15
13071047,466,390,43,33,0,61
13071048,115,103,10,2,0,14.4
13071049,151,129,14,8,0,18.9
13071050,103,90,11,2,0,12.9
13071053,39,33,2,4,0,5
13071054,386,341,14,31,0,51.3
13071055,432,351,56,25,0,61.7
13071056,356,298,33,25,0,51.8
13071057,266,243,14,9,0,33.9
13071058,123,97,20,6,0,17.4
13071059,203,177,13,13,0,25.9
13071060,153,129,17,6,1,18.8
13071063,157,123,9,25,0,26.5
13071064,46,43,1,2,0,6.2
13071065,198,163,24,11,0,24
13071066,193,164,18,11,0,25.8
13071067,297,257,29,11,0,39.8
13071068,300,261,24,15,0,39.5
13071069,258,220,26,12,0,30.6
13071070,282,232,26,23,1,39.7
13071071,232,179,35,18,0,33.2
13071072,100,95,5,0,0,10.4
13071073,70,63,7,0,0,8.2
13071074,131,116,6,9,0,15.3
13071075,243,200,31,12,0,33
13071076,282,250,13,19,0,36
13071077,348,276,43,29,0,52.5
13071078,143,124,14,5,0,17.3
13071079,218,185,22,11,0,28.6
13071080,186,148,28,10,0,26.6
13071081,124,104,11,9,0,16.3
13071083,65,50,12,3,0,8.5
13071084,226,196,17,13,0,29.4
13071087,195,160,24,11,0,25.7
13071088,188,154,26,8,0,24.7
13071089,97,87,5,5,0,12
13071090,419,357,28,34,0,53.9
13071092,1773,1115,213,443,2,343.7
13071093,1641,1037,231,372,1,283.6
13071096,103,88,12,3,0,12.4
13071097,125,102,17,6,0,16.3
13071099,1373,1069,162,142,0,196.5
13071100,246,206,25,15,0,34.4
13071101,481,365,50,66,0,74.1
13071102,182,147,21,14,0,25.3
13071103,316,268,21,27,0,40.1
13071104,117,103,7,7,0,16
13071105,89,72,9,8,0,13.4
13071107,8516,4991,451,3069,5,2629.1
13071108,418,370,35,13,0,54.7
13071109,696,579,69,48,0,86
13071110,3680,2088,331,1257,4,895.2
13071111,373,338,17,18,0,50.3
13071112,267,237,19,11,0,33.1
13071113,264,227,23,14,0,33.2
13071114,106,89,10,7,0,14
13071115,1337,1006,172,158,1,193.7
13071117,140,106,16,18,0,23.6
13071118,108,81,8,19,0,18.2
13071119,125,94,21,10,0,17.3
13071120,85,68,9,8,0,12.2
13071122,749,637,51,61,0,106.2
13071123,159,132,17,10,0,21
13071124,1339,920,175,244,0,223.4
13071125,98,77,17,4,0,14.4
13071127,330,276,26,28,0,46.6
13071128,281,239,26,16,0,36.7
13071130,179,155,17,7,0,23
13071131,142,124,11,7,0,18.5
13071132,93,79,7,7,0,11.5
13071133,154,140,8,6,0,18.1
13071135,236,224,4,8,0,28
13071136,194,162,19,13,0,24.4
13071137,219,175,28,16,0,31
13071138,165,147,14,4,0,19.6
13071139,102,91,9,2,0,13.3
13071140,265,216,33,16,0,35.7
13071141,147,118,12,17,0,21.5
13071142,1274,845,156,273,0,233.6
13071143,120,107,7,6,0,14.1
13071144,152,137,9,6,0,19.7
13071145,331,293,29,9,0,45.5
13071146,182,152,10,20,0,25.6
13071147,271,220,42,9,0,35.5
13071148,183,153,20,10,0,23.8
13071150,187,161,23,3,0,21
13071153,42,35,4,3,0,6.5
13071154,159,122,23,14,0,19
13071155,180,145,20,15,0,24.7
13071156,4071,2670,423,976,2,862.7
13071157,176,155,16,5,0,20
13071158,230,202,18,10,0,28.9
13071159,923,691,98,133,1,142.8
13071160,192,157,23,12,0,26
13071161,215,204,10,1,0,27.3
13071162,246,211,23,12,0,30.2
13071163,227,189,17,21,0,30.6
13071164,1355,1016,170,165,4,208
13071166,549,473,55,21,0,73.6
13071167,306,249,40,16,1,38
13071169,117,98,10,9,0,15.8
13071170,118,105,9,4,0,15
13071171,101,92,5,4,0,10.9
13071172,396,328,44,24,0,54.6
13071173,183,151,26,6,0,24.1
13071174,312,275,23,14,0,38.2
13071175,366,293,60,13,0,46.7
13071176,320,273,33,14,0,41.4
13072000,64081,50247,6507,7314,13,9948.3
13072001,999,870,75,54,0,142.4
13072002,189,160,22,7,0,23.9
13072003,146,122,16,8,0,19.1
13072004,298,257,29,12,0,36.8
13072005,236,202,25,9,0,28.8
13072006,2698,1856,241,600,1,526.6
13072007,436,368,41,27,0,62
13072008,427,351,52,24,0,59
13072009,285,214,53,18,0,39.6
13072010,377,319,31,27,0,50
13072011,149,135,11,3,0,19.6
13072012,1175,1069,70,36,0,145.6
13072013,532,427,63,42,0,70.7
13072014,452,366,64,22,0,58.2
13072015,385,323,36,26,0,54.1
13072017,670,548,55,67,0,110.2
13072018,217,189,25,3,0,30.4
13072019,1356,1190,118,48,0,186.3
13072020,1562,961,221,380,0,294.9
13072021,239,200,23,16,0,36.8
13072022,497,419,44,34,0,62.3
13072023,207,173,15,19,0,25.8
13072024,94,78,12,4,0,11.8
13072026,219,170,37,12,0,26.9
13072027,249,218,18,13,0,32.1
13072028,69,51,13,5,0,9.2
13072029,2363,2036,193,134,0,324.3
13072030,1482,1282,144,55,1,213.7
13072031,111,96,12,3,0,14.8
13072032,401,268,81,52,0,75.1
13072033,118,102,9,7,0,15.8
13072034,73,63,7,3,0,10.2
13072035,928,745,101,82,0,155.3
13072036,1139,772,168,197,2,214.4
13072037,67,54,10,3,0,8
13072038,228,187,28,13,0,30.9
13072039,110,92,10,8,0,14.7
13072040,365,295,51,19,0,48.1
13072041,252,209,32,11,0,37.9
13072042,582,487,53,42,0,77.5
13072043,5111,2783,481,1845,2,1188.8
13072044,370,307,47,16,0,50.6
13072045,141,121,12,8,0,19.9
13072046,201,169,22,10,0,26.6
13072047,268,225,33,10,0,34.5
13072048,250,207,34,9,0,32.6
13072049,289,236,26,27,0,44
13072050,407,327,52,28,0,55.9
13072051,122,99,17,6,0,15.2
13072053,317,257,44,16,0,40.7
13072055,95,81,12,2,0,12.5
13072056,1144,889,126,129,0,161.5
13072057,1151,973,87,91,0,178.2
13072058,1473,1135,176,162,0,212.7
13072059,263,216,22,24,1,34.8
13072060,2141,1442,289,410,0,409.3
13072061,112,95,9,8,0,14.5
13072062,1906,1499,189,217,1,284.6
13072063,1192,922,152,118,0,173.5
13072064,897,753,73,71,0,137.3
13072066,183,160,9,14,0,24.3
13072067,238,186,27,24,1,34.4
13072069,314,267,24,23,0,42.6
13072071,228,202,15,11,0,27.7
13072072,456,403,41,12,0,60.6
13072073,408,347,41,20,0,58.8
13072074,928,639,119,170,0,161.4
13072075,678,535,54,89,0,113.7
13072076,61,52,5,4,0,7.7
13072077,840,750,52,38,0,120.5
13072078,51,38,12,1,0,7
13072079,281,239,26,16,0,33.8
13072080,350,322,19,9,0,44.4
13072081,269,244,17,8,0,34.9
13072082,276,238,28,10,0,35.9
13072083,297,243,39,15,0,40
13072084,166,132,27,7,0,20.7
13072085,934,774,89,71,0,121.9
13072086,324,270,38,16,0,46.4
13072087,1098,1011,73,13,1,135.2
13072088,844,740,49,55,0,119.1
13072089,235,194,36,5,0,30.6
13072090,126,113,12,1,0,16.7
13072091,1855,1524,153,178,0,284
13072092,191,165,19,7,0,24.4
13072093,1981,1663,191,127,0,268.8
13072094,204,171,19,14,0,27.3
13072095,1569,1260,152,156,1,217.3
13072096,186,153,26,7,0,24.1
13072097,165,132,18,15,0,22.9
13072098,522,469,45,8,0,70.3
13072099,194,152,24,18,0,27.4
13072101,203,154,17,32,0,32.5
13072102,55,46,6,3,0,7.3
13072103,157,129,24,4,0,23.5
13072104,368,284,49,35,0,52.2
13072105,1035,781,104,150,0,168.5
13072106,1985,1342,240,401,2,352.7
13072107,190,176,11,3,0,22.1
13072108,239,212,23,4,0,32.9
13072109,128,107,12,9,0,16.6
13072110,136,114,18,4,0,18.9
13072111,344,277,40,27,0,44.9
13072112,480,407,51,22,0,61.2
13072113,125,106,9,10,0,17.4
13072114,335,273,38,24,0,44.6
13072116,308,276,22,10,0,39.3
13072117,302,246,31,25,0,43
13072118,148,128,14,6,0,19.3
13072119,193,158,18,17,0,29.3
13072120,163,126,29,8,0,22.6
13072121,503,457,40,6,0,63.3
13073000,62524,47786,5736,8970,32,10525.5
13073001,752,644,78,30,0,96.1
13073002,418,347,40,31,0,51.2
13073003,418,312,48,53,5,63.9
13073004,272,185,33,54,0,43.2
13073005,386,343,18,25,0,47.2
13073006,412,314,55,43,0,57
13073007,529,395,49,85,0,80.5
13073009,2216,1607,194,415,0,366.5
13073010,2356,1472,245,639,0,556.3
13073011,899,489,115,295,0,299.7
13073012,644,533,74,37,0,79
13073013,381,316,47,18,0,46.1
13073014,87,72,13,2,0,11.3
13073015,366,303,32,31,0,48.8
13073016,180,149,20,11,0,23.4
13073017,812,697,72,42,1,104.6
13073018,172,152,11,9,0,20.9
13073019,481,382,37,62,0,83.2
13073020,84,65,12,7,0,11.3
13073021,247,206,24,17,0,33.1
13073022,293,239,35,19,0,37.7
13073023,255,221,19,15,0,33
13073024,454,363,35,56,0,61.5
13073025,455,416,33,6,0,50.2
13073027,842,636,140,66,0,115.3
13073028,364,266,51,47,0,55.8
13073029,200,162,26,12,0,24
13073030,539,458,45,36,0,79.9
13073031,363,217,61,85,0,64.7
13073032,200,172,12,16,0,27
13073033,197,162,27,8,0,26.1
13073034,260,230,16,14,0,31.2
13073035,2368,1732,172,462,2,441.2
13073036,124,110,9,5,0,16.7
13073037,275,239,22,14,0,39.1
13073038,203,161,27,15,0,27.3
13073039,57,49,7,1,0,6.8
13073040,501,429,52,20,0,50.8
13073041,196,174,17,5,0,23.1
13073042,93,86,5,2,0,10.3
13073043,219,188,23,8,0,25.7
13073044,238,203,15,20,0,34.6
13073045,167,147,14,6,0,20.3
13073046,670,614,36,20,0,91.1
13073048,197,150,39,8,0,25.7
13073049,120,102,11,7,0,16.2
13073050,274,238,27,9,0,30.9
13073051,235,194,23,18,0,29.8
13073052,239,200,26,13,0,30.7
13073053,202,173,20,9,0,25.8
13073054,303,270,19,14,0,39.1
13073055,1737,1450,184,103,0,227.1
13073057,132,116,11,5,0,15.8
13073059,163,139,9,15,0,21.6
13073060,930,813,63,54,0,119.7
13073061,294,253,28,13,0,38.6
13073062,231,202,16,13,0,30.3
13073063,272,232,24,16,0,35.1
13073064,183,157,20,6,0,22.5
13073065,395,336,33,25,1,52.8
13073066,392,348,31,13,0,49.1
13073067,852,714,95,43,0,104.6
13073068,602,519,30,53,0,87.1
13073069,385,352,25,8,0,44.7
13073070,1491,1119,169,203,0,234.5
13073071,104,84,12,8,0,12.8
13073072,101,81,16,4,0,13
13073073,388,322,44,22,0,52.5
13073074,106,76,22,8,0,14.7
13073075,4005,3055,390,560,0,668
13073076,455,360,44,50,1,62.7
13073077,614,540,44,30,0,77.2
13073078,599,437,59,101,2,108.4
13073079,467,348,51,68,0,81.4
13073080,1701,960,166,573,2,406.7
13073081,197,172,16,9,0,22.7
13073082,107,92,10,5,0,14.7
13073083,342,286,43,13,0,43.2
13073084,616,386,74,156,0,131.3
13073085,234,188,20,26,0,32.9
13073086,179,147,15,17,0,24.8
13073087,983,867,78,37,1,126.2
13073088,8934,5498,512,2908,16,2352.3
13073089,1492,1276,144,72,0,192.4
13073090,1893,1602,155,136,0,251
13073092,283,219,44,20,0,40.4
13073093,783,607,68,107,1,116.4
13073094,427,362,40,25,0,55.2
13073095,302,267,29,6,0,35.9
13073096,545,419,48,78,0,80.1
13073097,80,62,11,7,0,10.9
13073098,213,195,15,3,0,26.4
13073099,340,308,27,5,0,42.4
13073100,429,376,41,12,0,52.2
13073101,473,367,54,52,0,64.1
13073102,418,357,29,32,0,53.7
13073103,485,382,62,41,0,70.8
13073104,443,402,32,9,0,53.3
13073105,1633,1293,169,171,0,218
13073106,225,181,22,22,0,29.1
13073107,654,478,111,65,0,89.4
13074000,45167,35026,4083,6045,13,7159.2
13074001,441,371,46,24,0,62.9
13074002,1059,852,63,144,0,163.3
13074003,238,210,17,11,0,32
13074004,201,171,14,16,0,27.4
13074005,116,96,11,9,0,16.3
13074006,113,100,12,1,0,13.1
13074007,415,353,38,24,0,55.8
13074008,828,668,81,79,0,117.2
13074009,233,186,32,15,0,30.9
13074010,913,662,92,159,0,154.5
13074012,721,631,54,36,0,100.6
13074013,401,336,39,26,0,57.6
13074014,202,180,16,6,0,26.3
13074015,206,180,22,4,0,27.7
13074016,479,419,37,23,0,62.2
13074017,1523,1259,169,95,0,199.6
13074018,63,54,5,4,0,10.1
13074019,935,782,66,87,0,143.9
13074020,270,227,28,15,0,39.4
13074021,1276,903,143,228,2,236
13074022,806,677,64,65,0,114.9
13074023,298,253,28,17,0,39.3
13074024,281,240,26,15,0,39.8
13074025,264,246,12,6,0,33.5
13074026,2706,2064,209,432,1,425.9
13074027,53,36,10,7,0,8.7
13074028,126,107,6,13,0,18.3
13074030,152,113,6,33,0,26.2
13074031,252,199,46,7,0,36
13074032,616,522,50,44,0,77.7
13074033,160,144,12,4,0,20.1
13074034,368,305,37,26,0,54.8
13074035,1049,840,117,92,0,143.8
13074036,136,107,19,10,0,19.1
13074037,804,689,69,46,0,105
13074038,357,303,33,20,1,49.3
13074039,1060,843,121,96,0,147
13074040,111,95,10,6,0,15.1
13074042,362,321,30,11,0,46.9
13074043,307,257,33,17,0,41.3
13074044,199,172,15,12,0,27.9
13074046,83,69,7,7,0,10.8
13074047,559,496,41,22,0,75.8
13074048,568,508,35,25,0,75.1
13074049,1654,1425,131,98,0,235.8
13074050,554,483,49,22,0,75.4
13074052,86,65,13,7,1,11.9
13074053,175,155,10,10,0,23.6
13074054,331,287,29,15,0,45.4
13074056,711,590,59,62,0,101.8
13074057,1005,733,106,166,0,164.1
13074060,77,65,5,6,1,9
13074061,139,118,14,7,0,17.8
13074062,229,215,11,3,0,28.6
13074064,227,183,31,13,0,32.4
13074065,1018,759,127,132,0,157
13074066,126,103,15,8,0,18.2
13074067,90,78,8,4,0,11.8
13074068,366,312,27,27,0,50.8
13074069,192,165,21,6,0,26.6
13074070,87,78,5,4,0,11.1
13074071,175,150,18,7,0,25.5
13074072,279,238,26,15,0,34.3
13074073,358,288,39,31,0,55.8
13074074,1113,750,151,212,0,191.6
13074075,373,326,33,13,1,48.9
13074076,935,807,83,45,0,133.3
13074077,229,206,15,8,0,28.5
13074078,67,49,9,9,0,11.2
13074079,527,431,55,41,0,73.9
13074080,158,134,20,4,0,25.8
13074081,246,209,26,11,0,30.3
13074082,193,132,19,42,0,32.7
13074084,1043,812,118,113,0,157.5
13074085,238,204,24,10,0,32.6
13074087,7641,4335,573,2727,6,1733.5
13074088,216,191,22,3,0,28
13074089,351,294,38,19,0,48.3
13074090,513,458,31,24,0,61.3
13074091,133,115,12,6,0,16.2
13074092,235,205,17,13,0,30.7
13074093,582,491,51,40,0,81.3
13074094,185,141,21,23,0,27.7
13075000,63748,47621,6037,10024,66,10925.6
13075001,292,253,28,10,1,37.6
13075002,159,137,12,10,0,20
13075003,231,188,26,17,0,30.9
13075004,192,159,19,14,0,24.5
13075005,2599,1611,227,761,0,521.2
13075006,200,163,24,12,1,26.7
13075007,112,89,17,6,0,15.6
13075008,311,279,25,7,0,40
13075009,342,307,23,12,0,39.2
13075010,453,373,65,14,1,57.6
13075011,146,125,16,5,0,18.6
13075012,238,219,12,7,0,32.3
13075013,88,80,1,7,0,11.1
13075015,295,265,16,13,1,35.3
13075016,213,193,16,4,0,25.2
13075017,70,54,10,6,0,8.8
13075018,262,225,26,11,0,32.8
13075020,134,114,17,3,0,16.5
13075021,82,72,6,4,0,9.9
13075022,165,128,32,5,0,22.1
13075023,133,119,11,3,0,15.9
13075025,153,135,7,11,0,19.8
13075026,230,192,27,11,0,29.2
13075027,377,325,35,17,0,51
13075029,797,621,82,93,1,112.2
13075031,1337,990,130,217,0,222.5
13075032,131,116,10,5,0,16.7
13075033,742,543,71,128,0,125.5
13075034,114,81,8,25,0,19.7
13075035,64,55,4,4,1,9
13075036,317,275,30,12,0,41.8
13075037,169,135,27,7,0,21.9
13075038,296,239,31,26,0,44.5
13075039,7572,3952,488,3087,45,2346.5
13075040,64,53,3,8,0,9.8
13075041,468,401,46,21,0,60.8
13075042,82,67,4,11,0,11.5
13075043,193,178,6,9,0,21.9
13075044,907,706,96,105,0,133.8
13075045,185,155,19,11,0,23.2
13075046,348,315,24,9,0,46.4
13075048,157,132,18,7,0,20.8
13075049,2455,1508,416,531,0,443.7
13075050,353,329,19,5,0,43.6
13075051,157,145,10,2,0,18.3
13075053,80,66,10,4,0,10
13075054,879,633,99,147,0,132.8
13075055,878,745,81,50,2,112.4
13075056,136,120,12,4,0,13.1
13075058,810,592,45,173,0,147.6
13075059,225,203,13,9,0,28.9
13075060,421,363,39,19,0,53.8
13075061,253,200,31,22,0,33.2
13075063,71,59,6,6,0,9.7
13075065,224,166,44,14,0,29.2
13075066,685,497,95,92,1,99.9
13075067,240,192,31,17,0,33.1
13075068,258,221,15,22,0,34.2
13075069,768,649,97,21,1,92.8
13075070,290,246,32,12,0,35.1
13075071,180,168,5,7,0,21.2
13075072,132,113,17,2,0,16.2
13075073,74,64,8,1,1,8.7
13075074,557,437,62,58,0,73.3
13075075,245,205,23,17,0,30.5
13075076,130,97,22,11,0,19.6
13075078,319,271,37,11,0,39.7
13075079,673,478,39,156,0,129.4
13075080,456,374,56,26,0,57.1
13075081,371,332,29,10,0,41.7
13075082,1404,1107,153,143,1,190.1
13075083,854,703,74,77,0,121.7
13075084,156,137,11,8,0,19.2
13075085,252,228,14,9,1,29.6
13075087,185,154,20,11,0,23.4
13075088,218,194,17,7,0,27.7
13075089,194,176,14,4,0,22
13075090,183,136,30,17,0,26.9
13075091,410,366,27,17,0,54.5
13075092,291,240,36,15,0,37.2
13075093,332,289,34,9,0,42.8
13075094,299,245,38,16,0,37.9
13075095,103,80,11,12,0,16.1
13075097,193,156,20,17,0,26.5
13075098,189,156,23,10,0,25
13075101,109,99,5,5,0,13
13075102,873,777,61,35,0,123.9
13075103,65,55,7,3,0,9.1
13075104,82,59,17,6,0,11.6
13075105,1967,1230,130,605,2,440.8
13075106,87,59,9,19,0,15.3
13075107,625,504,63,58,0,88.9
13075108,120,112,4,4,0,15.6
13075109,79,68,6,5,0,10.9
13075110,107,88,14,5,0,13.6
13075111,137,103,16,18,0,22
13075113,233,193,25,15,0,32.1
13075114,347,315,26,6,0,39.6
13075115,325,279,23,22,1,45.1
13075116,67,62,2,3,0,7.8
13075117,162,144,9,9,0,19.7
13075118,141,123,15,3,0,18.1
13075119,269,243,17,9,0,31.9
13075120,296,257,25,14,0,38.6
13075121,245,211,24,10,0,31.7
13075122,144,123,12,9,0,19.9
13075123,330,279,33,18,0,46.7
13075124,166,138,17,11,0,22.5
13075125,133,117,10,6,0,15.6
13075126,180,157,14,9,0,24.2
13075127,535,478,34,23,0,60.9
13075128,117,88,19,10,0,15.1
13075129,171,131,27,13,0,24.6
13075130,1178,763,135,280,0,222.4
13075131,2237,1581,216,440,0,412.7
13075133,426,335,65,26,0,56.5
13075134,313,261,18,34,0,48.6
13075135,395,289,75,31,0,54.8
13075136,2101,1476,196,425,4,393.9
13075137,662,482,93,87,0,95.5
13075138,384,325,24,35,0,58.3
13075139,153,127,19,7,0,19
13075140,185,131,43,11,0,25.7
13075141,538,485,38,15,0,72.4
13075142,765,700,52,13,0,99.6
13075143,335,290,36,9,0,40.1
13075144,2566,1754,195,616,1,503.3
13075145,91,77,8,6,0,12.3
13075146,383,314,38,31,0,54.2
13075147,278,236,22,20,0,34.3
13075148,418,327,57,34,0,54.1
13075149,178,157,14,7,0,22.9
13075150,174,142,18,14,0,24
13075151,1326,919,169,238,0,212
13075152,185,137,34,14,0,26.2
13075154,410,346,31,33,0,54.8
13075155,346,302,30,14,0,41.9
13075156,606,514,37,55,0,88.1
13076000,64687,50107,7791,6770,19,9811.1
13076001,285,260,20,5,0,36.8
13076002,129,101,17,11,0,18.8
13076003,133,117,14,2,0,16.4
13076004,196,171,22,3,0,25.2
13076005,953,790,126,37,0,132.3
13076006,223,177,28,18,0,32
13076007,182,151,25,6,0,26
13076008,87,70,16,1,0,13
13076009,179,145,26,8,0,26.8
13076010,167,139,26,2,0,22.2
13076011,175,154,14,7,0,21
13076012,160,127,25,8,0,21.1
13076013,100,84,11,5,0,13.1
13076014,2481,1732,234,515,0,450.8
13076015,168,141,16,10,1,22.3
13076016,276,237,26,13,0,33.2
13076017,174,146,24,4,0,23.4
13076018,81,64,17,0,0,9.8
13076019,114,93,17,4,0,15.2
13076020,840,644,101,95,0,123
13076021,131,108,22,1,0,17.7
13076023,132,105,22,5,0,17.4
13076024,236,206,19,11,0,31
13076025,1373,1025,173,175,0,218.7
13076026,514,413,68,33,0,68.9
